"Title","MIC","docking score"
"3.13",8.0000,-6.137
"5.29",0.2500,-6.134
"6.7",4.0000,-6.092
"4.66",8.0000,-6.067
"4.83",64.0000,-6.045
"6.8",0.0600,-6.025
"4.72",0.1250,-6.021
"5.30",0.5000,-6.015
"4.45",0.0310,-5.563
"5.28",0.2500,-5.987
"3.53",4.0000,-5.823
"6.22",0.0300,-5.943
"6.14",0.5000,-5.868
"6.19",0.1300,-4.771
"4.84",32.0000,-5.854
"6.9",0.5000,-5.836
"4.46",0.5000,-5.847
"5.5",0.5000,-5.847
"4.85",64.0000,-5.808
"4.47",0.2500,-5.781
"4.52",2.0000,-5.742
"5.33",0.2500,-5.762
"3.28",8.0000,-5.697
"3.27",8.0000,-5.679
"4.86",16.0000,-5.627
"3.6",0.2500,-5.488
"4.64",16.0000,-5.421
"6.19",0.1300,-5.348
"6.12",8.0000,-5.235
"6.18",2.0000,-5.216
"6.13",0.2500,-5.205
"6.10",1.0600,-5.136
"6.11",2.0000,-5.018
"6.16",0.2500,-4.931
"4.61",32.0000,-4.597
"4.80",8.0000,-4.437
"4.60",8.0000,-4.190
"4.62",8.0000,-3.934
"6.20",16.0000,-3.446
